order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00244290,12/20/2024,P0050,S066,C026025,2,8.21,0,16.42,9.29,7.13
0RD00244332,12/24/2024,P0020,S075,C009381,2,4.3,0,8.6,5.72,2.88
0RD00244491,12/26/2024,P0055,S060,C009095,3,7.71,0.15,19.66,12.34,7.32
0RD00244506,12/6/2024,P0085,S099,C002661,3,14.44,0,43.32,25.93,17.39
0RD00244608,12/20/2024,P0058,S095,C022341,1,11.64,0.1,10.48,6.52,3.95
0RD00244626,12/17/2024,P0164,S092,C018498,1,13.73,0,13.73,7.53,6.2
0RD00244647,12/10/2024,P0182,S021,C022573,4,10.14,0.15,34.48,20.01,14.46
0RD00244697,12/8/2024,P0151,S032,C040420,3,15,0.1,40.5,26.15,14.35
0RD00244720,12/12/2024,P0051,S037,C015524,5,3.34,0,16.7,8.81,7.89
0RD00244740,12/13/2024,P0093,S016,C017666,3,9.71,0.15,24.76,15.12,9.64
0RD00244748,12/17/2024,P0142,S064,C004896,4,9.34,0,37.36,22.1,15.26
0RD00244789,12/27/2024,P0128,S009,C027635,2,11.31,0.2,18.1,10.6,7.49
0RD00244804,12/13/2024,P0108,S079,C030481,3,4.95,0.2,11.88,8.01,3.87
0RD00244974,12/15/2024,P0110,S093,C018201,5,7.06,0,35.3,24.55,10.75
0RD00244984,12/21/2024,P0169,S096,C003866,4,7.06,0,28.24,15.76,12.48
0RD00245009,12/20/2024,P0168,S056,C032784,2,3.35,0,6.7,4.61,2.09
0RD00245017,12/21/2024,P0033,S004,C047951,2,9.09,0,18.18,9.43,8.75
0RD00245091,12/25/2024,P0102,S077,C006007,4,10.47,0,41.88,26.53,15.35
0RD00245124,12/28/2024,P0193,S076,C047649,3,13.99,0,41.97,21.49,20.48
0RD00245145,12/14/2024,P0124,S021,C031473,4,10.96,0,43.84,29.46,14.38
0RD00245163,12/14/2024,P0094,S089,C020418,1,13.51,0,13.51,7.88,5.63
0RD00245164,12/9/2024,P0196,S034,C009946,1,11.63,0,11.63,5.91,5.72
0RD00245187,12/28/2024,P0027,S037,C035061,1,14.17,0,14.17,7.85,6.32
0RD00245189,12/24/2024,P0194,S001,C038670,5,3.84,0,19.2,9.78,9.42
0RD00245207,12/6/2024,P0165,S001,C018170,4,5.87,0,23.48,16.07,7.41
0RD00245218,12/6/2024,P0050,S071,C025544,2,14.49,0,28.98,18.63,10.35
0RD00245238,12/27/2024,P0060,S033,C015893,1,12.07,0,12.07,6.2,5.87
0RD00245246,12/9/2024,P0062,S089,C006042,2,3.34,0,6.68,3.53,3.15
0RD00245250,12/6/2024,P0009,S017,C017046,5,9.84,0,49.2,31.39,17.81
0RD00245254,12/27/2024,P0104,S040,C045114,1,12.98,0,12.98,7.12,5.86
0RD00245283,12/17/2024,P0102,S035,C035916,3,7.8,0.2,18.72,10.37,8.35
0RD00245292,12/24/2024,P0124,S085,C026036,5,14.73,0,73.65,49.64,24.01
0RD00245307,12/26/2024,P0019,S036,C032428,2,4.57,0.15,7.77,4.31,3.46
0RD00245321,12/23/2024,P0117,S009,C018525,4,4.65,0,18.6,12.56,6.04
0RD00245328,12/23/2024,P0111,S046,C010119,3,12.6,0.2,30.24,18.3,11.94
0RD00245368,12/10/2024,P0053,S038,C000708,2,5.56,0,11.12,6.16,4.96
0RD00245379,12/17/2024,P0171,S070,C031839,4,7.82,0.1,28.15,14.13,14.02
0RD00245418,12/30/2024,P0067,S037,C000644,4,10.19,0,40.76,28.18,12.58
0RD00245449,12/8/2024,P0200,S035,C029131,1,5.76,0,5.76,4.01,1.75
0RD00245468,12/6/2024,P0082,S068,C047427,1,4.53,0.15,3.85,2.67,1.18
0RD00245470,12/10/2024,P0025,S061,C035127,1,11.91,0.1,10.72,7.22,3.5
0RD00245490,12/16/2024,P0132,S097,C012986,5,12.28,0,61.4,31.89,29.51
0RD00245493,12/27/2024,P0038,S037,C041134,2,13.15,0,26.3,17.66,8.64
0RD00245513,12/12/2024,P0135,S082,C001160,3,6.78,0.15,17.29,9.95,7.34
0RD00245554,12/4/2024,P0101,S016,C002876,3,10.9,0.1,29.43,17.48,11.95
0RD00245591,12/5/2024,P0178,S016,C010922,5,11.34,0,56.7,30.88,25.82
0RD00245593,12/8/2024,P0021,S050,C020606,4,7.08,0,28.32,14.53,13.79
0RD00245612,12/5/2024,P0041,S020,C039174,4,6.11,0,24.44,15.68,8.76
0RD00245615,12/26/2024,P0088,S009,C028477,5,7.33,0.2,29.32,15.74,13.58
0RD00245717,12/1/2024,P0111,S077,C024074,4,12.52,0,50.08,33.09,16.99
0RD00245750,12/9/2024,P0097,S077,C009629,5,5.72,0,28.6,19.28,9.32
0RD00245769,12/21/2024,P0126,S099,C044781,2,11.33,0,22.66,11.51,11.15
0RD00245773,12/28/2024,P0064,S064,C039068,1,13.66,0,13.66,9.47,4.19
0RD00245776,12/3/2024,P0018,S032,C031423,2,6.52,0.2,10.43,5.37,5.06
0RD00245806,12/4/2024,P0087,S047,C026811,5,5.11,0,25.55,16.72,8.83
0RD00245810,12/2/2024,P0045,S044,C003994,1,5.05,0,5.05,2.8,2.25
0RD00245818,12/12/2024,P0156,S009,C031196,1,12.13,0,12.13,8.27,3.86
0RD00245854,12/22/2024,P0107,S049,C018791,5,4.87,0,24.35,15.89,8.46
0RD00245907,12/11/2024,P0151,S064,C042480,2,3.61,0,7.22,4.68,2.54
0RD00245910,12/2/2024,P0186,S073,C017667,2,3.94,0,7.88,4.56,3.32
0RD00245924,12/15/2024,P0000,S001,C029477,5,8.12,0,40.6,21.32,19.28
0RD00245981,12/22/2024,P0092,S058,C043713,2,5.57,0.1,10.03,5.86,4.16
0RD00245992,12/2/2024,P0055,S038,C000116,1,9.25,0.15,7.86,5.45,2.42
0RD00246046,12/2/2024,P0111,S063,C007714,5,3.99,0,19.95,13.21,6.74
0RD00246053,12/10/2024,P0132,S014,C003321,3,12.81,0,38.43,19.68,18.75
0RD00246058,12/29/2024,P0071,S010,C046235,2,11.19,0.2,17.9,11.62,6.29
0RD00246060,12/24/2024,P0002,S026,C002712,5,11.55,0.1,51.98,32.08,19.9
0RD00246110,12/6/2024,P0069,S018,C049114,5,10.75,0.15,45.69,23.2,22.49
0RD00246153,12/5/2024,P0195,S053,C015120,1,8.44,0,8.44,5,3.44
0RD00246167,12/3/2024,P0065,S011,C003344,4,8.47,0,33.88,20.06,13.82
0RD00246223,12/18/2024,P0007,S001,C018826,1,8.85,0.15,7.52,4.85,2.67
0RD00246270,12/24/2024,P0071,S086,C011246,2,8.78,0.1,15.8,10.43,5.38
0RD00246305,12/29/2024,P0123,S079,C012657,4,10.31,0,41.24,24.49,16.75
0RD00246313,12/1/2024,P0033,S068,C008711,5,14.77,0,73.85,44.11,29.74
0RD00246314,12/19/2024,P0078,S060,C032211,1,11.32,0,11.32,6.11,5.21
0RD00246357,12/19/2024,P0002,S052,C010718,1,4.21,0,4.21,2.71,1.5
0RD00246376,12/30/2024,P0075,S085,C007989,3,5.09,0,15.27,10.22,5.05
0RD00246408,12/2/2024,P0184,S050,C029745,5,3.45,0.1,15.53,9.34,6.19
0RD00246444,12/19/2024,P0004,S100,C005462,3,6.82,0,20.46,13.38,7.08
0RD00246452,12/19/2024,P0147,S057,C027415,5,14.93,0.1,67.19,42.11,25.07
0RD00246514,12/11/2024,P0012,S088,C036255,5,5.78,0,28.9,17.18,11.72
0RD00246516,12/9/2024,P0176,S033,C037640,5,8.7,0.2,34.8,21.55,13.25
0RD00246518,12/25/2024,P0197,S040,C030193,1,11.52,0,11.52,6.3,5.22
0RD00246524,12/17/2024,P0154,S097,C018327,5,3.98,0,19.9,13.54,6.36
0RD00246556,12/30/2024,P0022,S043,C022216,3,11.87,0.2,28.49,19.38,9.11
0RD00246558,12/17/2024,P0105,S038,C002623,4,7.32,0,29.28,19.61,9.67
0RD00246560,12/15/2024,P0059,S057,C025668,5,5.84,0,29.2,16.27,12.93
0RD00246568,12/24/2024,P0078,S046,C044416,5,5.25,0,26.25,15.66,10.59
0RD00246605,12/26/2024,P0034,S078,C014009,1,8.85,0,8.85,5.25,3.6
0RD00246624,12/22/2024,P0060,S094,C016977,5,6.78,0.2,27.12,18.77,8.35
0RD00246649,12/19/2024,P0055,S055,C030404,2,11.33,0,22.66,12.01,10.65
0RD00246653,12/18/2024,P0122,S096,C032317,4,13.06,0,52.24,29.42,22.82
0RD00246676,12/7/2024,P0127,S016,C004698,5,8.64,0,43.2,28.41,14.79
0RD00246679,12/2/2024,P0113,S045,C019000,3,13.52,0.1,36.5,22.99,13.51
0RD00246681,12/30/2024,P0019,S077,C007696,3,14.54,0,43.62,28.28,15.34
0RD00246686,12/15/2024,P0069,S069,C016579,2,10.23,0,20.46,12.97,7.49
0RD00246706,12/21/2024,P0175,S071,C010671,4,9.28,0,37.12,24.11,13.01
0RD00246710,12/12/2024,P0035,S083,C032003,5,3.4,0,17,8.93,8.07
0RD00246751,12/30/2024,P0125,S020,C032125,2,11.53,0,23.06,15,8.06
0RD00246767,12/30/2024,P0093,S010,C025798,1,8.57,0,8.57,4.39,4.18
0RD00246819,12/5/2024,P0057,S005,C017266,4,10.28,0,41.12,22.92,18.2
0RD00246820,12/1/2024,P0092,S052,C047912,4,3.83,0.1,13.79,8.04,5.75
0RD00246860,12/11/2024,P0074,S083,C033864,1,3.66,0,3.66,2.44,1.22
0RD00246873,12/8/2024,P0025,S074,C029930,4,12.31,0,49.24,32.62,16.62
0RD00246892,12/12/2024,P0044,S082,C026392,4,4.88,0,19.52,13.52,6
0RD00246912,12/6/2024,P0196,S046,C038340,2,9.49,0.2,15.18,7.74,7.44
0RD00246914,12/19/2024,P0075,S055,C015863,2,12.58,0.15,21.39,14,7.39
0RD00246925,12/29/2024,P0160,S002,C005248,5,14.05,0,70.25,40.29,29.96
0RD00246943,12/20/2024,P0017,S027,C037066,5,4.15,0.1,18.68,11.77,6.91
0RD00246962,12/18/2024,P0117,S077,C022660,1,6.51,0.2,5.21,3.04,2.16
0RD00246974,12/28/2024,P0167,S051,C003812,2,3.36,0,6.72,3.88,2.84
0RD00246988,12/28/2024,P0181,S055,C006556,4,5.75,0,23,15.77,7.23
0RD00246989,12/16/2024,P0115,S008,C023252,1,12.03,0.1,10.83,6.53,4.3
0RD00247001,12/26/2024,P0081,S007,C039248,5,9.75,0,48.75,25.65,23.1
0RD00247018,12/9/2024,P0127,S053,C045025,3,9.22,0,27.66,14.78,12.88
0RD00247069,12/19/2024,P0131,S080,C006298,5,9.85,0,49.25,34.44,14.81
0RD00247110,12/30/2024,P0051,S042,C042633,2,9.36,0.1,16.85,10.73,6.12
0RD00247149,12/14/2024,P0030,S017,C044290,3,12.09,0.1,32.64,22.6,10.04
0RD00247161,12/30/2024,P0012,S030,C021771,4,3.01,0.2,9.63,6.32,3.31
0RD00247176,12/13/2024,P0136,S025,C019713,5,10.63,0,53.15,28.47,24.68
0RD00247230,12/25/2024,P0160,S045,C047241,3,3.82,0,11.46,7.64,3.82
0RD00247236,12/4/2024,P0194,S038,C018446,3,13.14,0,39.42,20.92,18.5
0RD00247238,12/3/2024,P0172,S038,C048155,2,7.79,0,15.58,8.89,6.69
0RD00247243,12/15/2024,P0083,S039,C018915,2,13.72,0,27.44,13.87,13.57
0RD00247260,12/27/2024,P0169,S019,C032796,3,6.24,0,18.72,10.1,8.62
0RD00247268,12/10/2024,P0015,S072,C024616,2,8.58,0,17.16,10.53,6.63
0RD00247287,12/23/2024,P0050,S062,C029353,2,6.25,0,12.5,7.79,4.71
0RD00247318,12/19/2024,P0083,S081,C007879,2,3.94,0,7.88,3.98,3.9
0RD00247329,12/1/2024,P0016,S016,C025053,5,13.68,0,68.4,41.39,27.01
0RD00247331,12/20/2024,P0152,S077,C019834,5,13.94,0.1,62.73,40.05,22.68
0RD00247335,12/25/2024,P0149,S028,C004645,5,4.61,0,23.05,15.64,7.41
0RD00247360,12/15/2024,P0109,S047,C034797,4,4.24,0.2,13.57,9.07,4.5
0RD00247390,12/13/2024,P0147,S051,C041134,2,6.77,0.2,10.83,5.79,5.04
0RD00247394,12/2/2024,P0162,S052,C041340,4,9.68,0.2,30.98,18.06,12.91
0RD00247401,12/7/2024,P0182,S048,C000245,1,7.72,0,7.72,4.15,3.57
0RD00247425,12/8/2024,P0036,S011,C021171,2,13.33,0.2,21.33,13,8.32
0RD00247461,12/11/2024,P0186,S087,C022952,5,8.77,0.2,35.08,24.28,10.8
0RD00247488,12/30/2024,P0132,S043,C003632,3,10.13,0,30.39,18.75,11.64
0RD00247521,12/5/2024,P0029,S076,C042696,2,11.35,0,22.7,13.01,9.69
0RD00247544,12/7/2024,P0095,S035,C049635,4,8.55,0,34.2,18.28,15.92
0RD00247553,12/14/2024,P0106,S007,C046572,2,10.27,0.15,17.46,11.71,5.75
0RD00247559,12/14/2024,P0181,S050,C001067,5,7.89,0.1,35.5,18.31,17.19
0RD00247623,12/19/2024,P0026,S012,C014519,2,13.64,0.1,24.55,13.71,10.84
0RD00247627,12/23/2024,P0113,S100,C010556,3,14.24,0,42.72,26.72,16
0RD00247631,12/6/2024,P0046,S001,C028006,1,13.06,0.1,11.75,6,5.76
0RD00247648,12/6/2024,P0015,S010,C014614,3,4.87,0.1,13.15,7.2,5.94
0RD00247722,12/27/2024,P0126,S005,C040269,1,4.46,0,4.46,2.56,1.9
0RD00247731,12/31/2024,P0168,S075,C045297,2,9.11,0,18.22,12.64,5.58
0RD00247753,12/23/2024,P0035,S061,C035715,3,7.78,0,23.34,15.68,7.66
0RD00247795,12/26/2024,P0190,S070,C010982,4,14.73,0,58.92,35.08,23.84
0RD00247888,12/16/2024,P0145,S058,C034605,2,8.75,0.1,15.75,10.4,5.35
0RD00247945,12/31/2024,P0103,S079,C038783,1,5.01,0,5.01,2.98,2.03
0RD00247961,12/2/2024,P0117,S054,C001373,5,13.72,0.15,58.31,31.36,26.95
0RD00247965,12/8/2024,P0143,S093,C022539,1,11.87,0,11.87,7.33,4.54
0RD00248014,12/8/2024,P0119,S038,C034329,3,14.33,0,42.99,23.09,19.9
0RD00248022,12/24/2024,P0146,S040,C010770,2,11.22,0,22.44,12.67,9.77
0RD00248031,12/16/2024,P0041,S064,C003462,3,3.77,0,11.31,7.17,4.14
0RD00248054,12/24/2024,P0134,S062,C020385,3,8.54,0.15,21.78,15.15,6.62
0RD00248102,12/15/2024,P0062,S050,C022185,4,10.86,0.2,34.75,22.55,12.21
0RD00248132,12/2/2024,P0122,S036,C002163,1,7.37,0.15,6.26,3.93,2.33
0RD00248180,12/16/2024,P0064,S002,C024165,1,4.1,0,4.1,2.69,1.41
0RD00248188,12/9/2024,P0049,S033,C041098,5,13.64,0,68.2,44.89,23.31
0RD00248222,12/11/2024,P0143,S031,C037983,5,4.38,0.2,17.52,9.15,8.37
0RD00248271,12/11/2024,P0065,S050,C022420,5,7.98,0,39.9,27.28,12.62
0RD00248281,12/8/2024,P0072,S027,C041083,2,14.51,0.1,26.12,15.03,11.09
0RD00248314,12/10/2024,P0011,S016,C035764,3,5.98,0,17.94,11.83,6.11
0RD00248368,12/29/2024,P0182,S072,C003621,2,10.26,0,20.52,13.4,7.12
0RD00248383,12/31/2024,P0170,S002,C042245,2,8.38,0,16.76,9.91,6.85
0RD00248384,12/2/2024,P0124,S003,C046793,2,6.66,0.1,11.99,6.02,5.97
0RD00248385,12/27/2024,P0068,S072,C031384,1,4.34,0,4.34,2.29,2.05
0RD00248468,12/26/2024,P0160,S064,C024087,2,11.92,0,23.84,15.29,8.55
0RD00248472,12/30/2024,P0175,S038,C008368,5,4.24,0,21.2,11.85,9.35
0RD00248524,12/17/2024,P0039,S086,C034448,1,4.77,0,4.77,2.5,2.27
0RD00248532,12/1/2024,P0166,S036,C015626,5,12.54,0.2,50.16,27.97,22.19
0RD00248550,12/14/2024,P0023,S053,C026785,4,5.45,0,21.8,11.16,10.64
0RD00248558,12/23/2024,P0019,S086,C037795,2,12.5,0,25,17.09,7.91
0RD00248565,12/31/2024,P0117,S017,C036623,3,8.57,0,25.71,15.34,10.37
0RD00248601,12/14/2024,P0148,S091,C026402,2,13.36,0.15,22.71,15.11,7.61
0RD00248660,12/13/2024,P0027,S075,C012104,2,14.01,0,28.02,17.16,10.86
0RD00248671,12/23/2024,P0122,S039,C043370,3,7.61,0.1,20.55,13.82,6.72
0RD00248717,12/24/2024,P0099,S078,C011697,4,14.37,0,57.48,34.56,22.92
0RD00248763,12/4/2024,P0044,S075,C029746,5,3.98,0.1,17.91,10.13,7.78
0RD00248769,12/14/2024,P0190,S036,C036987,2,9.22,0,18.44,11.2,7.24
0RD00248794,12/29/2024,P0019,S095,C011205,4,13.29,0.1,47.84,33.2,14.65
0RD00248811,12/18/2024,P0090,S076,C006963,4,14.36,0.15,48.82,28.95,19.88
0RD00248819,12/29/2024,P0059,S082,C002162,5,4.36,0.1,19.62,12.64,6.98
0RD00248836,12/22/2024,P0048,S052,C027971,4,9.19,0,36.76,25.27,11.49
0RD00248872,12/8/2024,P0091,S067,C045135,2,14.1,0,28.2,14.24,13.96
0RD00248939,12/25/2024,P0003,S006,C015469,4,10.96,0,43.84,26.51,17.33
0RD00248951,12/8/2024,P0047,S075,C038570,2,8.09,0.1,14.56,9.21,5.36
0RD00248953,12/27/2024,P0125,S016,C036058,2,12.01,0,24.02,14.42,9.6
0RD00249020,12/13/2024,P0180,S069,C014236,2,12.09,0.1,21.76,13.45,8.31
0RD00249025,12/7/2024,P0025,S098,C001763,4,4.13,0,16.52,8.68,7.84
0RD00249038,12/19/2024,P0103,S021,C008281,4,11.85,0,47.4,31.78,15.62
0RD00249088,12/23/2024,P0178,S013,C017875,4,13.13,0.15,44.64,27.67,16.97
0RD00249113,12/16/2024,P0149,S026,C021769,4,4.24,0,16.96,8.89,8.07
0RD00249122,12/24/2024,P0050,S060,C040902,2,5.54,0,11.08,6.14,4.94
0RD00249161,12/10/2024,P0014,S064,C027738,4,11.58,0,46.32,27.94,18.38
0RD00249217,12/14/2024,P0126,S022,C020429,3,9.96,0,29.88,20.24,9.64
0RD00249244,12/27/2024,P0026,S093,C016836,3,9.7,0,29.1,17.3,11.8
0RD00249256,12/11/2024,P0047,S077,C048963,4,5.08,0.2,16.26,8.62,7.64
0RD00249271,12/25/2024,P0180,S017,C017407,1,13.44,0.15,11.42,6.08,5.34
0RD00249301,12/30/2024,P0040,S027,C039367,2,11.27,0.15,19.16,12.09,7.07
0RD00249307,12/25/2024,P0197,S067,C044919,4,7.71,0,30.84,16.96,13.88
0RD00249320,12/8/2024,P0030,S094,C033614,5,11.38,0,56.9,32.11,24.79
0RD00249337,12/4/2024,P0073,S057,C016664,1,14.13,0.15,12.01,8.15,3.86
0RD00249360,12/4/2024,P0137,S093,C048069,5,11.02,0.2,44.08,26.12,17.96
0RD00249388,12/2/2024,P0184,S062,C007816,1,5.47,0,5.47,3.21,2.26
0RD00249400,12/16/2024,P0091,S037,C020831,4,4.69,0.15,15.95,10.48,5.47
0RD00249419,12/31/2024,P0079,S069,C036506,2,7.21,0,14.42,7.67,6.75
0RD00249434,12/10/2024,P0067,S087,C049644,1,9.86,0,9.86,6.01,3.85
0RD00249459,12/19/2024,P0148,S052,C043334,4,9.8,0,39.2,22.15,17.05
0RD00249473,12/24/2024,P0171,S030,C024217,1,6.97,0.15,5.92,3.09,2.84
0RD00249494,12/31/2024,P0017,S062,C023593,5,3.3,0.2,13.2,9.06,4.14
0RD00249502,12/2/2024,P0063,S035,C008879,4,4.74,0,18.96,9.51,9.45
0RD00249527,12/16/2024,P0099,S063,C002847,2,10.88,0.2,17.41,9.82,7.59
0RD00249530,12/23/2024,P0089,S086,C001981,4,10.54,0.15,35.84,17.98,17.86
0RD00249613,12/15/2024,P0116,S015,C002273,2,3.8,0,7.6,4.28,3.32
0RD00249629,12/18/2024,P0126,S035,C049905,2,3.41,0.1,6.14,3.71,2.43
0RD00249642,12/2/2024,P0198,S093,C014521,5,8.44,0,42.2,24.08,18.12
0RD00249686,12/19/2024,P0048,S080,C038302,3,3.69,0,11.07,6.53,4.54
0RD00249711,12/18/2024,P0032,S043,C042921,5,14.48,0,72.4,39.39,33.01
0RD00249717,12/15/2024,P0007,S038,C033679,2,5.07,0,10.14,6.05,4.09
0RD00249722,12/25/2024,P0144,S044,C037024,3,14.71,0,44.13,30.45,13.68
0RD00249747,12/16/2024,P0035,S054,C039747,1,7.64,0,7.64,3.85,3.79
0RD00249755,12/12/2024,P0143,S028,C005750,4,12.03,0,48.12,32.62,15.5
0RD00249777,12/17/2024,P0028,S088,C049323,1,10.28,0.15,8.74,5.06,3.67
0RD00249809,12/2/2024,P0020,S012,C044400,3,10.26,0.2,24.62,14.14,10.48
0RD00249854,12/17/2024,P0182,S083,C020389,5,13.33,0.2,53.32,36.8,16.52
0RD00249867,12/21/2024,P0177,S080,C020437,1,10.33,0.2,8.26,5.66,2.61
0RD00249868,12/16/2024,P0147,S096,C043019,4,12.05,0,48.2,24.19,24.01
0RD00249875,12/26/2024,P0112,S028,C022743,1,9.49,0,9.49,6.29,3.2
0RD00249878,12/27/2024,P0128,S048,C044095,1,8.35,0.1,7.51,3.91,3.61
0RD00249913,12/25/2024,P0133,S089,C009865,5,6.3,0,31.5,16.58,14.92
0RD00249947,12/20/2024,P0171,S083,C041107,4,10.24,0.2,32.77,18.33,14.43
0RD00249983,12/13/2024,P0177,S073,C047068,2,5.92,0,11.84,7.03,4.81
0RD00249988,12/28/2024,P0028,S030,C013350,1,4.87,0,4.87,2.6,2.27
0RD00249998,12/23/2024,P0082,S005,C012898,4,13.26,0,53.04,27.67,25.37
0RD00250043,12/25/2024,P0122,S041,C010552,4,8.46,0.15,28.76,14.91,13.85
0RD00250070,12/22/2024,P0091,S030,C011982,5,3.06,0,15.3,9.31,5.99
0RD00250078,12/30/2024,P0183,S093,C007456,2,7.23,0.2,11.57,7.88,3.68
0RD00250102,12/19/2024,P0039,S023,C030858,1,7.33,0,7.33,4.66,2.67
0RD00250103,12/6/2024,P0049,S018,C038806,1,9.74,0,9.74,6.03,3.71
0RD00250104,12/16/2024,P0046,S078,C038625,5,11.38,0.2,45.52,29.24,16.28
0RD00250126,12/14/2024,P0130,S011,C042605,1,7.62,0,7.62,4.91,2.71
0RD00250127,12/8/2024,P0035,S053,C028218,5,7.31,0,36.55,23.65,12.9
0RD00250128,12/20/2024,P0184,S003,C009917,4,11.34,0,45.36,27.47,17.89
0RD00250136,12/23/2024,P0025,S095,C015299,3,12.73,0,38.19,21.66,16.53
0RD00250175,12/7/2024,P0038,S091,C013958,5,6.02,0.2,24.08,13.54,10.54
0RD00250178,12/18/2024,P0177,S031,C024325,1,8.05,0,8.05,4.23,3.82
0RD00250220,12/7/2024,P0093,S084,C031245,5,4.13,0,20.65,10.5,10.15
0RD00250259,12/27/2024,P0114,S021,C023237,2,4.73,0.2,7.57,4.26,3.31
0RD00250261,12/31/2024,P0078,S082,C034387,1,10.05,0,10.05,5.98,4.07
0RD00250304,12/20/2024,P0187,S016,C041419,1,6.62,0,6.62,4.13,2.49
0RD00250362,12/10/2024,P0153,S048,C015043,5,5.75,0,28.75,16.13,12.62
0RD00250374,12/4/2024,P0133,S087,C044659,5,12.94,0,64.7,39.93,24.77
0RD00250398,12/26/2024,P0027,S010,C045254,3,13.9,0,41.7,21.6,20.1
0RD00250422,12/2/2024,P0003,S077,C017872,3,8.8,0.1,23.76,16.53,7.23
0RD00250443,12/10/2024,P0121,S097,C018419,5,3.67,0,18.35,10.23,8.12
0RD00250551,12/2/2024,P0118,S096,C026244,3,12.04,0,36.12,23.68,12.44
0RD00250552,12/14/2024,P0079,S053,C041280,5,4.88,0.2,19.52,12.93,6.59
0RD00250572,12/7/2024,P0168,S089,C020678,3,5.67,0.15,14.46,7.34,7.11
0RD00250594,12/2/2024,P0197,S080,C048957,3,11.28,0,33.84,23.58,10.26
0RD00250595,12/11/2024,P0075,S035,C022874,3,5.53,0,16.59,10.06,6.53
0RD00250634,12/16/2024,P0153,S048,C003407,4,3.02,0.1,10.87,6.21,4.66
0RD00250650,12/15/2024,P0164,S035,C001400,2,6.52,0,13.04,6.7,6.34
0RD00250734,12/9/2024,P0090,S080,C033484,4,14.14,0,56.56,30.88,25.68
0RD00250792,12/24/2024,P0077,S084,C003319,5,10.96,0,54.8,35.88,18.92
0RD00250817,12/31/2024,P0085,S044,C034582,4,8.23,0.15,27.98,14.04,13.94
0RD00250823,12/27/2024,P0126,S071,C024297,1,11.39,0,11.39,6.53,4.86
0RD00250824,12/21/2024,P0134,S022,C028191,2,10.57,0,21.14,10.71,10.43
0RD00250837,12/27/2024,P0055,S070,C027869,5,8.99,0,44.95,24.87,20.08
0RD00250856,12/27/2024,P0075,S078,C039125,4,12.9,0,51.6,27.79,23.81
0RD00250893,12/8/2024,P0029,S051,C023465,4,14.62,0,58.48,29.98,28.5
0RD00250901,12/19/2024,P0183,S018,C018184,1,10.79,0.1,9.71,5.38,4.33
0RD00250935,12/19/2024,P0027,S092,C042898,4,7.07,0.1,25.45,15.95,9.5
0RD00250936,12/9/2024,P0055,S002,C002991,3,5.72,0.2,13.73,8.53,5.2
0RD00250942,12/30/2024,P0136,S084,C021445,4,14.06,0.15,47.8,24.84,22.97
0RD00250944,12/21/2024,P0130,S005,C029090,3,5.23,0.15,13.34,8.37,4.97
0RD00250957,12/21/2024,P0132,S003,C044142,5,9.54,0,47.7,29.39,18.31
0RD00250987,12/3/2024,P0182,S050,C033140,4,8.11,0.1,29.2,16.58,12.62
0RD00251019,12/14/2024,P0042,S045,C038591,4,6.5,0,26,16.48,9.52
0RD00251060,12/21/2024,P0012,S009,C008481,4,14.46,0.15,49.16,28.44,20.73
0RD00251061,12/17/2024,P0062,S042,C048762,4,12.63,0,50.52,33.35,17.17
0RD00251100,12/16/2024,P0054,S003,C006190,2,13.85,0.15,23.54,15.13,8.41
0RD00251104,12/4/2024,P0188,S017,C014781,5,5.03,0.2,20.12,11.3,8.82
0RD00251109,12/19/2024,P0198,S018,C014640,4,4.66,0,18.64,9.58,9.06
0RD00251194,12/4/2024,P0146,S087,C044396,4,4.1,0,16.4,9.2,7.2
0RD00251195,12/12/2024,P0178,S068,C041202,4,3.08,0,12.32,6.95,5.37
0RD00251206,12/15/2024,P0030,S017,C004252,1,11.01,0,11.01,6.37,4.64
0RD00251223,12/25/2024,P0007,S099,C020774,3,11.76,0,35.28,24.4,10.88
0RD00251231,12/10/2024,P0172,S031,C046800,5,8.26,0,41.3,25.33,15.97
0RD00251251,12/31/2024,P0140,S055,C020435,3,14.51,0,43.53,28.47,15.06
0RD00251258,12/14/2024,P0159,S034,C038114,4,9.88,0,39.52,21.49,18.03
0RD00251279,12/21/2024,P0076,S045,C015225,3,3.33,0,9.99,5.05,4.94
0RD00251296,12/12/2024,P0113,S019,C000636,4,11.11,0,44.44,29.03,15.41
0RD00251348,12/10/2024,P0153,S051,C035008,5,9.05,0.2,36.2,19.24,16.96
0RD00251354,12/18/2024,P0165,S068,C043791,2,11.19,0.2,17.9,9.88,8.03
0RD00251357,12/1/2024,P0151,S032,C046307,4,5.38,0.2,17.22,9.45,7.77
0RD00251365,12/9/2024,P0046,S049,C044402,1,11.52,0.2,9.22,6.25,2.97
0RD00251465,12/20/2024,P0007,S100,C037136,2,3.41,0,6.82,4.19,2.63
0RD00251484,12/12/2024,P0008,S002,C001717,3,11.12,0,33.36,22.19,11.17
0RD00251492,12/5/2024,P0128,S041,C041087,3,6.78,0.15,17.29,11.1,6.19
0RD00251548,12/28/2024,P0172,S054,C013828,2,3.06,0.2,4.9,2.77,2.13
0RD00251570,12/15/2024,P0184,S047,C019248,3,14.53,0,43.59,25.47,18.12
